user_id,full_name,job_title,company_name,email_address,phone_number,address,city,country,birth_date,registration_date,last_login_date,account_status,annual_revenue
880,Jade Oneill,Operations Manager,Perez Holdings,ycordova@example.net,495.679.5519,"111 Leonard Lock Suite 038
Hernandezstad, MO 86082", Sydney, Germany ,1978-04-25,2025-09-20,"Nov 12, 2025",ACTIVE,753041.25
881,Jason Kennedy,COO,Jordan PLC,martinstacy@example.com,001-423-430-0805x6308,"732 Benjamin Mountains
North George, NV 30585",BERLIN,Singapore ,09/21/1990,12 Dec 2025,2025-12-30, Active ,1921953.55
882,Barbara Reed,Product Manager,,amy22@example.org,320.819.7084x2874,"9636 Jones Road
Michaelland, TX 93480",Stockholm, Denmark ,1956-07-30,2023-02-05,2025-10-15, Active ,226022.96
883,Wesley Gibbs,Marketing Manager,,johnsondanny@example.com,001-284-922-6230x036,"0283 Janice Field
Feliciaview, ID 60387", Stockholm,UNITED STATES,11/03/1971,2025-12-07,2025-12-18,inactive,232673.72
884,Veronica Kennedy,Financial Analyst,Harris Ltd.,hooperkatrina@example.org,+1-809-816-6316,"403 Michele Glens Suite 441
South Coryfurt, KS 76560", Stockholm,france,1978-05-18,19-10-2023,2025-09-23, Active ,680724.27
885,Janet Reynolds,CEO,Johnson LLC,kelly58@example.org,451-276-4296,"15050 Gilbert Squares Suite 131
Marymouth, MN 21445",Singapore , United Kingdom ,1989-11-01,2023-06-09,29/06/2023, Active ,528249.53
886,Jeffrey Jennings,Software Engineer,Horton Systems,donnapetty@example.org,488-737-7435x40476,"501 Darrell Isle
Port Mark, NY 90393",Rome,United Kingdom ,1976-12-16,05/02/2023,2024-08-25,active,1193851.42
887,Jeremy Day,Sales Manager,White LLC,jpadilla@example.net,(260)531-7489,"809 Wilson Plains Suite 142
New Victoria, IN 48732",Mumbai ,Netherlands ,2002-07-14,2023-09-11,2025-05-20,ACTIVE,493239.3
888,Stuart Walton,Accountant,Murphy LLC,donna59@example.org,3553967577,"830 Blake Mountain Suite 274
Katieville, CO 51495", Mumbai,Denmark,1955-08-27,2023-10-26,2025-11-29,Active,254866.6
889,Melinda Daniels,Marketing Specialist,Hudson Consulting,tammy97@example.org,001-515-622-1336x89600,"89899 Adrian Park
Peterville, WA 15814", Toronto ,Germany,1992-04-06,2024-05-10,2025-10-10, Inactive,495567.27
890,Raven Murray,HR Manager,Cross Systems,mray@example.org,415.760.3387x885,"184 Tanya Mountain Suite 309
Lake Adambury, NM 77490", Sydney, South Africa,27-07-1969,2024-03-20,03-10-2024, Active ,712184.66
891,Jennifer Vaughn,CEO,Aguilar PLC,kimberly57@example.net,+1-744-641-0769x2626,"5916 Sharon Street Suite 359
New Zachary, SC 83971", Copenhagen ,india,1990-06-13,2025-10-29,2025-12-23,ACTIVE,582065.07
892,Mark Perry,Research Scientist,Bradley LLC,murraycatherine@example.net,(658)557-8375x68167,"Unit 0730 Box 7177
DPO AA 12811",singapore,netherlands,03/10/1998,2024-01-06,2025-01-04,active,$467471
893,Nicholas Riggs,Software Engineer,Parks Holdings,lesliejohnson@example.net,5785836922,"0336 Anderson Plaza Suite 023
Port Yvonneberg, GU 90072",Cairo , France,1994-11-19,2023-09-11,01/01/2025,ACTIVE,691537.24
894,Richard Brennan,Operations Manager,,stephenedwards@example.net,001-451-549-7249x032,"46950 Jennifer Island Suite 570
North Blake, DE 62139",Riyadh,germany,12/12/1967,2023-03-25,2023-06-18,active,743041.3
895,Emma Reed,COO,Lee Group,joseph59@example.com,861.721.8939x1270,"22283 Michael Hill Suite 685
Lake Adam, KS 49125",singapore,sweden,1973-09-28,2025-06-28,2025-08-25,Suspended ,862431.75
896,Kenneth Haynes,Product Manager,Shepherd LLC,,656.507.7789,"6399 Jose View
Johnsonhaven, HI 91501", Sydney, United States,1991-12-23,2025-09-01,31/12/2025,SUSPENDED,516121.21
897,Karen Phelps,CTO,Sanchez LLC,jle@example.com,001-702-222-0975,"067 Samantha Cliff Suite 120
East Brandyborough, KS 41046",toronto,germany,1985-08-05,2025-03-22,2025-11-02, Active,291564.74
898,Jason Bright,Marketing Manager,Bryant Consulting,hshannon@example.com,(418)833-3919,"05307 Erik Mall
Port Brianside, DC 19548",Toronto, Denmark ,1980-08-29,2023-07-28,2025-08-26,suspended,363196.61
899,Kristen Freeman,Financial Analyst,Pearson Consulting,lgoodman@example.com,001-205-849-8578x87282,"801 Robert Ports
West Jonathanchester, MN 66465",SINGAPORE, Saudi Arabia,10/01/1984,2025-04-07,2025-06-09,active,762651.36
900,Barbara Wright,Product Manager,Taylor Consulting,,001-906-947-2452x573,"8840 Smith Square Suite 657
Elliston, NE 11827",riyadh, Brazil,1962-08-06,2024-07-13,2025-08-27,SUSPENDED,"USD 185,006.28"
901,Emily Garrett,Consultant,Mendez Group,jashley@example.net,,"71860 Hughes Stravenue Suite 880
North Hannah, SD 53115",berlin,Germany ,1974-02-23,2023-10-29,2025-12-24,active,424247.09
902,Yolanda Warner,Data Analyst,Key Ltd.,cynthia27@example.net,331.324.2853x54160,"Unit 8480 Box 8701
DPO AA 00654",Toronto,saudi arabia,1989-07-16,2023-03-02,2023-09-22,inactive,"USD 248,864.25"
903,Frederick White,HR Manager,Chan Solutions,gtucker@example.com,(607)571-0740,"796 Lyons Rue Suite 610
Terriland, AZ 75297", São Paulo ,brazil,2000-12-16,31/10/2024,2025-01-18,ACTIVE,334409.44
904,Barbara Harrison,Sales Manager,Williams Systems,gwilliams@example.com,+1-650-920-5025,"920 Alexander Spring
New Rachel, NJ 48273", Stockholm ,SAUDI ARABIA,1999-12-12,05-10-2025,2025-12-04,ACTIVE,"$802,042.04"
905,Stacey Durham,IT Specialist,Gibbs Holdings,,001-453-896-5974x425,"204 Richard Creek Suite 374
Port Kristinstad, CO 25097",Berlin ,Ireland,"Apr 22, 1967",2023-02-06,2023-04-12, Active ,374658.17
906,John Mcdaniel,Data Analyst,Pineda Technologies,mirandaclarke@example.com,001-399-976-8160x8557,"8496 Joshua Radial
New Brianmouth, NY 53030",Sydney,south africa,1964-01-01,2025-07-30,2025-08-09, Inactive,338576.58
907,Steven Morales,Project Manager,Navarro Ltd.,sean45@example.org,,"911 Christopher Centers Suite 184
Byrdhaven, RI 73102",Stockholm,IRELAND,"May 16, 1988",2025-10-03,2025-11-28,ACTIVE,126513.04
908,George Romero,COO,Acosta Technologies,lorijones@example.com,001-261-283-0734,"642 Jensen Park
North Matthew, MA 39364", Sydney ,egypt,"May 30, 1982",2025-08-20,2025-12-20,Active,552593.26
909,Christopher Robertson,Product Manager,Martin Consulting,jmorse@example.org,001-892-214-7498x474,"1784 Hatfield Falls
West Russellmouth, HI 65910", Stockholm , Norway,1972-02-01,2025-02-12,2025-12-25, Active,514957.13
910,Mary Harrington,Marketing Specialist,Williams Ltd.,maurice29@example.org,(676)698-8979x88775,"4134 Darrell Ridge Apt. 936
Lake Markchester, HI 91645",new york,Norway,1977-11-08,2025-01-20,2025-07-18,ACTIVE,1489987.53
911,Kenneth Singh,Data Analyst,Alvarado Holdings,travisbonnie@example.com,(538)890-1248x4479,"1156 Taylor Curve Apt. 070
Rogersview, NC 04466", Madrid, Spain ,1998-01-29,2025-04-23,2025-07-22,Active ,264224.72
912,Jeffrey Duarte,HR Manager,Faulkner LLC,graydavid@example.org,443.630.3727x186,"3112 Jason Square Apt. 782
Ryanton, MH 52286",Berlin, Norway ,1976-01-08,2023-05-15,2025-10-21,ACTIVE,382087.62
913,Darrell Gibbs,Marketing Specialist,Flores Inc.,michael85@example.net,(463)756-5418x0288,"886 Silva Island
Peterhaven, WV 41154",Cairo,Singapore ,1964-03-24,01/08/2025,,ACTIVE,390260.05
914,Sydney Santiago,Research Scientist,Mason Consulting,victoriapittman@example.com,905.320.3132x988,"20366 Baird Crossroad
Noblefort, ND 51514",mumbai, Ireland ,1962-04-19,2023-02-15,2024-11-25, Active ,
915,Mitchell Lindsey,Sales Manager,Duffy Technologies,jacob28@example.com,001-360-232-0877x8347,"45573 Macdonald Extensions
Lake David, AS 59865",oslo,saudi arabia,1980-02-10,2023-07-24,01 Jul 2025,Active ,306598.12
916,Christina Schwartz,HR Manager,Reeves Holdings,brownmark@example.com,259.673.0273x22857,"25554 Boyd Stream Apt. 977
West Damonchester, NJ 73628",copenhagen,singapore,1981-12-17,2023-12-08,2025-08-29, Active,398441.14
917,Jill Anderson,Accountant,Best LLC,kristina64@example.com,+1-873-986-5690x4484,"29124 Bell Mountain
Johnsonchester, MH 21692",london, Sweden,1967-05-06,2024-03-14,2025-01-03, Suspended ,501584.6
918,Jason Strong,Marketing Specialist,Mendez PLC,brandi94@example.org,(540)576-0895x30120,"138 Davis Trace
Thomasbury, IA 47143",Berlin ,india,06/01/1976,2023-07-08,2025-07-12, Active ,373482.48
919,Nicholas Weeks,Sales Manager,Weber Systems,patricia81@example.org,+1-701-853-3743,"772 Jones Island
Diazchester, TN 81896",COPENHAGEN, Canada ,1973-08-30,2025-08-31,2025-10-25,inactive,239784.64
920,David Lopez,COO,Terry Group,michael75@example.net,399-655-0553x62917,"83952 Anderson Walk Suite 207
Port Katherine, MO 85712",OSLO,NETHERLANDS,1970-12-24,2025-06-05,2025-11-22,Active,375443.4
921,Natasha Thornton,Marketing Manager,Russo Systems,christophercollier@example.com,944.552.0302x7694,"0353 Jennifer Course
Lake Victoria, FM 37952", New York,EGYPT,1956-02-04,2025-07-17,2025-12-05,Inactive ,694913.2
922,Andrea Sandoval,COO,,yolandakim@example.com,+1-709-241-2180x5257,"9412 Rebecca Islands Suite 601
Port Danielport, WA 96165", São Paulo ,Singapore,2003-07-09,2025-08-15,2025-10-23, Suspended,
923,Judy Shepherd,Product Manager,,thomas33@example.net,001-396-327-6861x27342,"138 Victoria Canyon
West Brittanyport, OH 05005", Dubai , France ,1963-08-08,05-12-2025,2025-12-12,active,359719.12
924,Kyle Brennan,Operations Manager,Fox Group,hawkinsdeanna@example.net,396-264-5231,"335 Brandt Stream
North Scott, FL 31106", Toronto,Netherlands,1992-11-19,2025-06-10,2025-09-24,Inactive ,200770.04
925,Chad Massey,Sales Representative,Ibarra Group,tburns@example.net,001-917-610-3891x918,"33203 Cisneros Greens
Russellfort, CA 34068",Madrid,Ireland ,1999-06-14,2023-11-25,2024-08-14,Active ,756556.61
926,Robin Smith,Consultant,Wells Inc.,tcooper@example.com,252.557.2316x316,"05703 Heath Ford
South Raymondmouth, AK 02292",Riyadh ,SOUTH AFRICA,1972-07-19,2024-05-17,2025-03-31,suspended,112844.85
927,Angela Alexander,Accountant,Lawson Inc.,zsloan@example.com,+1-293-923-3700x71580,"0863 Ian Hills
Port Anthony, WV 53745",PARIS,United States ,1972-03-03,2024-02-18,07/31/2024, Active ,221627.81
928,Karen Terry,Data Analyst,Nichols Systems,scarter@example.net,001-988-439-2375x909,"258 Newton Knolls Suite 139
New Stephanietown, IL 41240", Riyadh,United States,1981-01-27,2023-12-27,2025-10-17, Active,426790.4
929,Joshua Rodriguez,Business Analyst,Martin Holdings,rossdaniels@example.org,+1-273-269-3238,"4758 Gutierrez Union
Zacharyfort, VT 35333",Singapore, Denmark ,"Jun 09, 1960",2024-09-02,2025-11-20,INACTIVE,980547.94
930,Jonathon Rubio,Software Engineer,Hall Solutions,andersonrichard@example.org,655.229.7760x145,"441 Gonzales Plains
Lake Larryborough, UT 50209", Mumbai ,Egypt ,04/26/1999,2023-10-15,2024-06-13, Suspended ,313005.12
931,Vanessa Morgan,CEO,Jones Consulting,twilson@example.com,2367118926,"5426 Noah Terrace Suite 377
West Lindsayborough, LA 89191", Toronto , Spain,1968-12-26,2025-12-11,2025-12-20, Active ,222206.04
932,Justin Lindsey,Research Scientist,Parks Holdings,victoria95@example.net,(560)803-0119x62272,"2173 Yates Fort Suite 095
Smithshire, ID 34401", Madrid ,singapore,1957-01-23,2024-11-05,2025-09-01,ACTIVE,1222990.87
933,Deborah Johnson,IT Specialist,Moran PLC,russellsamantha@example.com,6816136403,"770 Hannah Extensions
Reillymouth, VT 87108", Rome, India ,1983-11-14,16/07/2024,2025-10-10,active,118941.88
934,Sheila Gibson,IT Specialist,Walter LLC,torreshoward@example.com,849-466-9542x175,"001 Rasmussen Summit
Lake Victoriaborough, KY 40613",Riyadh , Spain,1978-03-19,2024-10-10,2025-07-17,SUSPENDED,70321.71
935,Phyllis Phillips,Product Manager,Bates Ltd.,heidi59@example.org,651.963.8326,"17078 David Station
Daisymouth, NV 53589",Stockholm,UNITED STATES,2002-04-11,2025-01-13,2025-09-14, Active ,"USD 445,971.41"
936,Luis Gibson,Financial Analyst,Rojas Inc.,blakenelson@example.net,984-414-2355x2833,"567 Donna Causeway Apt. 656
Danafort, CT 11352",Rome,South Africa,1972-05-13,2023-04-22,2025-03-30,Active ,230628.17
937,Sarah Perry,Financial Analyst,Castro Holdings, HOUSTONMICHELLE@EXAMPLE.COM ,3898410791,"4461 Yvonne Walks Apt. 097
Laurenburgh, VA 40081",dubai,Ireland ,1998-05-30,07/09/2023,03/08/2025,Active ,
938,Jeffrey Kerr,Financial Analyst,Burns Group,tara23@example.com,001-774-587-7007x8812,"18082 Richard Ports
New Robertfurt, MT 95923",Stockholm , Netherlands ,1956-07-31,2024-09-08,2024-10-25, Inactive ,"538,126.81 USD"
939,Brenda Hoffman,IT Specialist,Weaver Technologies,renee38@example.org,001-357-216-4682,"709 Sergio Valleys
South Abigail, AR 69671",London,Italy ,27/07/1986,2024-10-11,01 Dec 2025,INACTIVE,388737.85
940,Crystal Andrews,Operations Manager,Walton Technologies,tellison@example.com,001-493-820-7098x34849,"762 Bailey Walk Suite 445
Stewartberg, NE 62221",singapore, Germany,1974-12-27,2025-08-22,2025-12-06,Inactive,missing
941,Joseph Garcia,IT Specialist,Rhodes Systems,ayalawilliam@example.net,279-547-7950,"02626 Brian Crossroad
Alvaradoview, MI 23023",são paulo,south africa,2002-04-29,2023-05-16,2024-05-11,Inactive ,133757.93
942,Brooke Bright,Marketing Manager,Watson Inc.,awalker@example.net,001-407-440-6351x685,"751 Matthew Point Apt. 799
North Jenniferstad, MP 28018",Dubai ,France,1975-03-14,17 Apr 2023,2025-02-02,active,603632.07
943,Erin Hughes,Business Analyst,Glass Group,nburke@example.org,(776)833-4228,"2372 Matthew Prairie
North Austin, AS 30572", Berlin, Australia ,1990-10-13,2024-10-04,,ACTIVE,516660.27
944,Barbara Wood,Operations Manager,Summers Ltd., SMITHHEATHER@EXAMPLE.COM ,(534)503-7043,"188 Amanda Lakes
Waltersland, DC 47693",Dubai,SAUDI ARABIA,07/04/1987,2025-04-20,2025-11-09,inactive,305766.46
945,Leslie Garcia,HR Manager,Macdonald Ltd.,adamsjeffery@example.org,001-285-817-6968,"4215 Wade Plains Apt. 792
Robertsmouth, IL 93993",AMSTERDAM,CANADA,1962-10-02,2024-11-01,2025-12-16, Active,1193792.65
946,Robert Kerr,Data Scientist,Holloway Solutions,deborahewing@example.net,(988)959-3428x83903,"PSC 8331, Box 5032
APO AE 78339", Cape Town ,Brazil,1980-08-09,2024-04-04,2024-04-26,ACTIVE,154962.85
947,Amber Byrd,Marketing Manager,Todd Technologies,zmaynard@example.com,001-510-625-0666x86067,"49986 Douglas Prairie Suite 910
New Matthew, ME 19720",London, Ireland,1997-08-05,2024-02-11,11/06/2024,Active,112660.3
948,Rachel Garcia,Marketing Manager,James Ltd.,dakotagomez@example.com,674.739.6399,"PSC 4038, Box 9554
APO AA 47987",Mumbai ,GERMANY,1976-12-18,2023-07-02,2024-07-13,Active,201927.57
949,Alan Huff,Financial Analyst,Bates Technologies,james70@example.net,430.702.1027x3663,"22348 Adams Forest Apt. 660
New Davidtown, ME 72422",AMSTERDAM,Netherlands,1981-01-28,2025-10-09,2025-10-25,Suspended ,317454.5
950,John Haney,CEO,Foster Group,adkinsjared@example.net,(764)747-8937,"76090 Tyler Mall Suite 581
West Michaelfort, GU 32865",Dublin , France ,"Sep 12, 1990",08/12/2024,2025-08-30, Active ,388612.36
951,Danielle Reed,IT Specialist,Barnes PLC,jonathan73@example.net,287.780.5289,"83784 Ramos Ramp Apt. 743
Michaelfurt, NY 42301",sydney, Singapore,1985-12-15,08/02/2024,"Feb 12, 2025", Inactive ,276823.32
952,Debra Harrison,Financial Analyst,Gordon Group, UMOORE@EXAMPLE.ORG ,(430)689-9646,"USNV Hampton
FPO AE 47467", Copenhagen, India,1967-12-06,2024-04-27,2025-08-02,inactive,"419,340.61"
953,Joe Johnson,Operations Manager,Sullivan Inc.,gregory12@example.org,+1-656-803-8710x88035,"0490 Thomas Green Suite 476
Lake Judithland, NE 11126",dublin,Netherlands ,1964-10-01,2025-08-18,, Inactive,136478.5
954,Catherine Williams,Software Engineer,Wilson Consulting,bradley39@example.net,(555)586-8190x0415,"660 Lisa Passage
Leslietown, WI 03897",cape town,united kingdom,1963-10-29,2024-06-08,2024-08-22,active,900436.77
955,Brandy King,Sales Representative,Morgan Technologies,hlee@example.org,301-724-5718,"194 Jake Locks Suite 055
New Codyshire, IN 76049",London , United States ,1975-10-21,2024-12-26,2025-11-02, Active,309432.17
956,Christine Weber,Project Manager,Kim Group, FNORTON@EXAMPLE.ORG ,908.304.9293x2850,"93321 Joshua Knoll
East Bobby, VI 35259",Cape Town, United Kingdom ,1957-08-26,2025-03-19,2025-09-25,Active ,716481.05
957,Stacey Marshall,Consultant,Williams Systems,timothylowe@example.com,358.385.6274x8066,"2030 Vargas Village
Sherrychester, MD 64776", Paris , Canada,1988-08-22,2025-10-06,2025-11-19,ACTIVE,416610.8
958,Kevin Hayden,Operations Manager,Jackson Ltd.,spencerbrandon@example.net,581-212-3993,"879 Brian Turnpike Apt. 314
Carolside, TN 90616", London ,FRANCE,1980-05-13,2024-06-17,2024-10-15,ACTIVE,451227.65
959,Tanner Riley,HR Manager,Jacobs Group,singletonnicole@example.net,(419)268-0450x5211,"81641 Jon Summit Suite 081
Meadowsview, AZ 72827",Rome ,brazil,1996-10-28,2025-01-08,2025-08-17,Inactive ,488374.15
960,Robert Perez,Marketing Manager,Nelson Systems,joseph95@example.org,(509)758-0627x4566,"4294 Kevin Shores
West Christinemouth, VI 85768",OSLO,Saudi Arabia ,1977-05-02,2024-10-03,15/05/2025, Inactive,448379.83
961,Stephen Hill,Project Manager,Jordan Technologies,melanie84@example.com,(869)319-5301x6472,"685 Dennis Tunnel Suite 297
Millerfurt, MS 18471",LONDON,Spain,1993-04-17,04/19/2023,30 Oct 2023, Active ,513962.68
962,Robert Garcia,Software Engineer,Fernandez Ltd.,msmith@example.com,+1-782-846-8967x016,"740 Bryan Lakes Suite 231
West Earl, HI 27118",Riyadh ,United Kingdom,1972-04-17,2025-08-14,2025-12-04,Active ,$831018
963,William Sanchez,Software Engineer,Peterson Technologies,aguerra@example.net,289-749-6172x15052,"PSC 3531, Box 3184
APO AA 54726",PARIS, Germany ,1956-06-10,26-07-2025,30-11-2025,Active,"376,082.88"
964,Joseph Morgan,CTO,,keithhernandez@example.org,(510)391-2944,"140 Hunt Greens Apt. 779
Lake Morgan, AZ 99634",Rome ,India ,1962-11-27,05-01-2024,2024-06-26,INACTIVE,538370.7
965,Nicole Davis,Marketing Specialist,Reilly Consulting,jarias@example.org,237-299-8181,"42657 Cochran Springs Suite 587
Comptonstad, VI 17212", Sydney,Singapore ,"Jan 22, 1976",2023-01-09,22-12-2025, Suspended ,307793.69
966,Andrew Bruce,Data Scientist,Saunders Technologies,wayne82@example.org,001-972-454-4225x3511,"34553 William Mountains Apt. 047
Kennedyfurt, PW 50159",stockholm,GERMANY,1990-05-07,2023-07-13,14-06-2024,Active,898140.73
967,Mary Ortiz,Data Scientist,,tevans@example.net,571.320.7531x36859,"2107 Joseph Corner
Kristyview, IN 00998",toronto,united arab emirates,1986-10-08,2024-10-24,2025-01-11, Inactive ,204132.67
968,Lisa Landry,Operations Manager,Martinez Technologies,smiller@example.com,(599)564-5744,"15333 Floyd Mission Apt. 969
Johnsontown, WV 06492",London , Brazil ,1992-03-12,2024-07-05,2024-07-11,SUSPENDED,1156210.38
969,John Paul,Data Analyst,Conner Consulting,jeremy49@example.net,858.258.6188x8178,"USNS Wilson
FPO AP 77933",STOCKHOLM, Norway,1963-02-22,2023-09-22,2024-04-26,Inactive,318663.01
970,Jennifer Jackson,Research Scientist,Lawson Systems,stephenlevine@example.org,727.649.0331x22239,"47314 Lauren Point Suite 477
Scottmouth, AK 29491",ROME, Australia ,1975-05-11,2025-02-20,2025-04-09,active,120385.87
971,Aaron Francis,Sales Manager,Jenkins Solutions,richard07@example.com,001-822-482-1282x193,"2643 James Branch Suite 596
Lake Kathleen, MH 53230",sydney, Ireland,1975-04-09,2023-07-02,2023-07-24, Inactive,358496.11
972,Jason Alexander,CEO,Levy Ltd.,clayamy@example.org,323-344-3584,"Unit 4651 Box 2421
DPO AE 51461",SINGAPORE, Sweden,1992-05-06,2023-09-04,06 Jul 2024, Suspended,203467.96
973,Laura Yu,Product Manager,Mcdonald Holdings,wellsjasmine@example.com,+1-736-748-1165,"421 Victor Throughway Apt. 136
Lake Phillip, OK 65584",CAIRO,Netherlands,1964-04-23,16 Jul 2023,2025-11-15,ACTIVE,590337.97
974,Jonathon Coleman,Business Analyst,Ross Technologies,estone@example.com,(393)758-6134x174,"842 Buchanan Walk
East James, PA 02203", Singapore, Denmark ,1988-12-04,2024-07-03,2025-09-10,ACTIVE,207557.4
975,Amy Alvarado,CTO,Burns Solutions,bwilson@example.org,211-639-1548,"4792 Jose Prairie
North Aaronhaven, MO 13247",Oslo,United Arab Emirates,11/02/1994,2023-07-10,21 Aug 2023, Inactive ,239826.64
976,Joseph Johnson,CTO,,margaret90@example.com,,"2096 Brandon Falls Apt. 726
Jeffreyburgh, AR 48189", Toronto ,SWEDEN,1980-07-24,2025-10-11,2025-12-18,Active,87318.84
977,Janet Rodriguez,Project Manager,Hughes Technologies,rpollard@example.com,+1-371-355-7932x770,"917 Harris Valley Apt. 609
Romerochester, NY 72829",STOCKHOLM, Spain ,01/05/1989,2024-09-07,2024-11-23,active,238800.94
978,Debra Romero,CTO,Dillon Inc.,cwebster@example.net,697-935-8679x43364,"27676 Wheeler Valley Suite 587
Cruzview, GU 76964", Berlin, Egypt ,1986-08-23,06-06-2023,2023-07-23,ACTIVE,60071.12
979,Cynthia Davis,Accountant,Compton Consulting, BAILEYMEAGAN@EXAMPLE.NET ,747.545.0240,"084 Edwards Forks
Marvintown, IA 58294",Mumbai,CANADA,1995-01-22,2024-06-02,2025-06-01,INACTIVE,
980,Robert Patton,Research Scientist,Bailey Technologies,mejiatimothy@example.org,(338)533-8569x329,"8040 Walker Fords Apt. 415
Lake Nicholeborough, HI 93106", London,CANADA,1968-03-30,2024-01-03,08 Jul 2024,active,"558,098.23"
981,Jessica Everett,Sales Representative,Johnson Holdings,williamsjoanna@example.org,(858)638-7963x34674,"0332 Gonzalez Tunnel Suite 415
Port Brian, WV 75941",Rome , Norway ,1969-07-11,2025-07-20,2025-11-13, Suspended,568104.19
982,Jennifer Lawson,Business Analyst,Cabrera Ltd.,wileyandrew@example.net,960.978.1951x6484,"83306 Joseph Forge Suite 754
Riceborough, PR 45248", São Paulo ,Italy ,1956-09-30,2024-03-08,"Sep 14, 2024",Inactive ,441450.11
983,Deborah Huff,Research Scientist,Stokes Systems,elizabeth26@example.org,(270)968-7567,"92361 Ashley Crossroad
South Steven, MN 78911", Berlin ,UNITED STATES,19/03/1987,2023-02-06,2023-02-18,active,166560.97
984,James Walters,Sales Representative,Meyer Solutions,susan13@example.org,768.370.5807x9106,"0707 Kathleen Springs Suite 784
Port Alex, KS 68336",São Paulo , Denmark,08-11-1996,2025-09-23,2025-11-01,Inactive,316982.56
985,Anthony Welch,Project Manager,Bell Solutions,ryancline@example.net,304-949-2728x0903,"643 Ronnie Summit
Juliehaven, MP 35494", Paris, United States ,2002-02-01,"Sep 11, 2024",2024-10-26, Active,"USD 326,922.44"
986,Thomas Williams,CEO,Mcknight PLC,piercedonna@example.com,001-893-203-2075x6052,"30299 James Forges Apt. 923
Melissafurt, MI 35200",paris,SPAIN,2003-02-10,2023-02-24,28 Apr 2024,Active ,145676.65
987,Michelle Scott,HR Manager,Good Systems,alexanderdawn@example.org,(540)327-3201x295,"04231 Holly Trace Suite 820
Allisonville, WY 91349",dubai,FRANCE,1957-03-21,2024-01-26,2024-04-24, Active,938819.78
988,William Reed,Consultant,Young Ltd.,blankenshipmichael@example.net,673-785-7797x3982,"81518 Todd Wall Apt. 826
Melissashire, MI 13407",Riyadh,Saudi Arabia,1980-05-05,2023-11-09,2025-12-05,Active ,605708.18
989,Christopher Hoover,Marketing Specialist,Lopez PLC,michael76@example.net,615.659.0308x19695,"1504 Richards Crescent Suite 089
Lake Jonathan, MT 93803",Dublin,United Kingdom,10/11/1969,2024-02-17,,Active ,280779.54
990,Joseph Alvarado,CEO,Young Solutions,anthony69@example.com,(459)935-5881x082,"7777 Watson Well Apt. 541
East Willie, FL 38309", Mumbai,Brazil,1991-09-21,2025-05-01,2025-12-05, Inactive ,333974.56
991,James Smith,CTO,Burnett Technologies,timothyharrison@example.org,6708455948,"166 James Port Suite 671
West Michael, IN 45525",Mumbai, Brazil ,1999-10-22,03/29/2025,2025-12-03, Suspended,379218.55
992,Luis Byrd,CTO,Conrad Technologies,qjordan@example.net,001-306-641-2272x7653,"341 Escobar Route
North Matthewstad, MA 73335", New York , Singapore,"Jun 02, 1967",2024-04-19,2024-06-21, Active ,78494.64
993,Joseph Elliott,CEO,Roberts Group,cindy55@example.com,,"49108 Malone Center Suite 317
West Reneefort, OH 42582",berlin,saudi arabia,1993-02-27,2025-05-04,2025-12-18, Active,275674.43
994,Lisa Meza,Marketing Manager,Davis Technologies,oaguilar@example.com,+1-760-293-1608,"Unit 0558 Box 3911
DPO AE 48922",stockholm,Netherlands ,1996-11-05,2025-06-12,2025-06-18, Active,203335.18
995,Brian Warner,Operations Manager,Thompson Systems,richardwilliams@example.net,001-533-939-6379x020,"893 Campbell Mission
Port Katelynmouth, NE 53477",São Paulo , United Arab Emirates,"Oct 20, 1967",2024-03-25,2025-11-17,active,"162,570.33 USD"
996,Wanda Knight,Product Manager,Macias Solutions,jocelynstephens@example.com,212.642.6647x42644,"279 Russell Mills
Aprilside, NJ 58648", Riyadh ,australia,1996-01-16,2025-05-03,"Dec 03, 2025",ACTIVE,269205.36
997,Rodney Welch,Marketing Manager,Turner LLC,larryfox@example.net,,"6423 Smith Drives Suite 908
Adamsshire, MS 51681", Amsterdam ,Australia ,1976-02-14,2025-09-15,2025-10-02, Active ,1153579.84
998,Jason Jennings,Financial Analyst,Ferrell Solutions,benjamindavid@example.net,(929)423-2468,"73378 Brown Loaf
East Xavierfort, PW 39927",AMSTERDAM, South Africa,1990-04-06,2025-10-08,2025-11-16,ACTIVE,"$513,286.78"
999,Anthony Jones,Marketing Manager,Mayo Group,tyler30@example.com,759-765-7657x86800,"7644 Lewis Mall
East Steven, MN 54382", Sydney , Egypt ,1960-11-19,2025-01-01,2025-12-14,Active ,219734.37
1000,Amanda Branch,Financial Analyst,Hayden Solutions,james44@example.org,9043218674,"35191 Lambert Shoals
Port Matthewstad, SC 13776", Berlin ,SOUTH AFRICA,1967-02-28,2023-08-22,2025-05-16,ACTIVE,489337.61
1001,Natalie Oliver,COO,Stewart Holdings, BRANDON14@EXAMPLE.ORG ,(929)287-6632,"38106 Samantha Summit
Lake Madisonton, AZ 48162",rome,France,1963-01-11,2023-04-06,2025-06-03, Inactive,872876.02
1002,William Harris,Data Analyst,Morrison Consulting,michael49@example.com,(899)305-2702x599,"USNV Lewis
FPO AP 25894",Dubai , United Arab Emirates ,1957-10-25,2023-08-02,2025-07-26, Suspended ,626086.35
